17446,R17446,1164,stratmap25-landparcels_48021_bastrop_202503
17458,R17458,697,stratmap25-landparcels_48021_bastrop_202503
17458,R17458,697,stratmap25-landparcels_48021_bastrop_202503
17490,R17490,540,stratmap25-landparcels_48021_bastrop_202503
18033,R18033,540,stratmap25-landparcels_48021_bastrop_202503
18422,R18422,396,stratmap25-landparcels_48021_bastrop_202503
18434,,300,stratmap25-landparcels_48021_bastrop_202503
18575,,300,stratmap25-landparcels_48021_bastrop_202503
18680,,348,stratmap25-landparcels_48021_bastrop_202503
18693,R18693,596,stratmap25-landparcels_48021_bastrop_202503
18735,R18735,636,stratmap25-landparcels_48021_bastrop_202503
18735,R18735,636,stratmap25-landparcels_48021_bastrop_202503
18816,R18816,492,stratmap25-landparcels_48021_bastrop_202503
19077,R19077,300,stratmap25-landparcels_48021_bastrop_202503
19180,R19180,300,stratmap25-landparcels_48021_bastrop_202503
19263,,396,stratmap25-landparcels_48021_bastrop_202503
19285,R19285,348,stratmap25-landparcels_48021_bastrop_202503
19351,R19351,1020,stratmap25-landparcels_48021_bastrop_202503
19506,R19506,540,stratmap25-landparcels_48021_bastrop_202503
19506,R19506,540,stratmap25-landparcels_48021_bastrop_202503
19531,,300,stratmap25-landparcels_48021_bastrop_202503
19882,R19882,300,stratmap25-landparcels_48021_bastrop_202503
19987,,300,stratmap25-landparcels_48021_bastrop_202503
19990,,300,stratmap25-landparcels_48021_bastrop_202503
19993,R19993,300,stratmap25-landparcels_48021_bastrop_202503
20020,R20020,300,stratmap25-landparcels_48021_bastrop_202503
20339,R20339,348,stratmap25-landparcels_48021_bastrop_202503
20391,R20391,1212,stratmap25-landparcels_48021_bastrop_202503
20391,R20391,1212,stratmap25-landparcels_48021_bastrop_202503
20461,,300,stratmap25-landparcels_48021_bastrop_202503
20465,,300,stratmap25-landparcels_48021_bastrop_202503
20497,R20497,1164,stratmap25-landparcels_48021_bastrop_202503
20505,R20505,300,stratmap25-landparcels_48021_bastrop_202503
20509,R20509,300,stratmap25-landparcels_48021_bastrop_202503
20602,R20602,396,stratmap25-landparcels_48021_bastrop_202503
20620,R20620,396,stratmap25-landparcels_48021_bastrop_202503
20704,R20704,396,stratmap25-landparcels_48021_bastrop_202503
20900,,396,stratmap25-landparcels_48021_bastrop_202503
20924,,492,stratmap25-landparcels_48021_bastrop_202503
20953,,300,stratmap25-landparcels_48021_bastrop_202503
20958,R20958,348,stratmap25-landparcels_48021_bastrop_202503
20961,,300,stratmap25-landparcels_48021_bastrop_202503
21050,,492,stratmap25-landparcels_48021_bastrop_202503
21163,R21163,348,stratmap25-landparcels_48021_bastrop_202503
21163,R21163,348,stratmap25-landparcels_48021_bastrop_202503
21262,R21262,492,stratmap25-landparcels_48021_bastrop_202503
21296,R21296,540,stratmap25-landparcels_48021_bastrop_202503
21314,R21314,654,stratmap25-landparcels_48021_bastrop_202503
21331,,972,stratmap25-landparcels_48021_bastrop_202503
21381,R21381,300,stratmap25-landparcels_48021_bastrop_202503
21383,R21383,1068,stratmap25-landparcels_48021_bastrop_202503
21383,R21383,1068,stratmap25-landparcels_48021_bastrop_202503
21493,,348,stratmap25-landparcels_48021_bastrop_202503
21577,,300,stratmap25-landparcels_48021_bastrop_202503
21645,R21645,300,stratmap25-landparcels_48021_bastrop_202503
21659,R21659,252,stratmap25-landparcels_48021_bastrop_202503
21688,,492,stratmap25-landparcels_48021_bastrop_202503
21749,R21749,492,stratmap25-landparcels_48021_bastrop_202503
21752,,396,stratmap25-landparcels_48021_bastrop_202503
21752,,300,stratmap25-landparcels_48021_bastrop_202503
21905,,972,stratmap25-landparcels_48021_bastrop_202503
21905,,972,stratmap25-landparcels_48021_bastrop_202503
21907,,732,stratmap25-landparcels_48021_bastrop_202503
21953,,444,stratmap25-landparcels_48021_bastrop_202503
22100,,300,stratmap25-landparcels_48021_bastrop_202503
22304,R22304,348,stratmap25-landparcels_48021_bastrop_202503
22312,R22312,348,stratmap25-landparcels_48021_bastrop_202503
22402,,444,stratmap25-landparcels_48021_bastrop_202503
22410,,588,stratmap25-landparcels_48021_bastrop_202503
22429,R22429,300,stratmap25-landparcels_48021_bastrop_202503
22507,,300,stratmap25-landparcels_48021_bastrop_202503
22507,,300,stratmap25-landparcels_48021_bastrop_202503
22507,,300,stratmap25-landparcels_48021_bastrop_202503
22507,,300,stratmap25-landparcels_48021_bastrop_202503
22553,R22553,348,stratmap25-landparcels_48021_bastrop_202503
22561,R22561,348,stratmap25-landparcels_48021_bastrop_202503
22598,R22598,348,stratmap25-landparcels_48021_bastrop_202503
22823,R22823,300,stratmap25-landparcels_48021_bastrop_202503
22873,R22873,348,stratmap25-landparcels_48021_bastrop_202503
